word	weight	happy	funny	sad	lovely	exciting	angry	scary
battle	6.843269567900361	0.13161024451255798	0.0605524703860284	0.14390945434570312	-0.015883466228842735	0.14267390966415405	0.16518470644950867	0.21305504441261292
shelter	7.973183084379198	0.04828485846519481	0.057010650634765625	0.11442267894744873	0.08547461032867443	-0.05033952742815018	0.104823999106884	0.1453302800655365
blunder	9.996370780349512	0.03829174488782883	0.09997140616178513	0.14260464906692505	0.02789180725812923	-0.015195660293102486	0.16215816140174866	0.11431840807199478
indemnity	11.147626802503044	0.057298630475998036	-0.03689926862716675	0.02256699651479721	-0.057816289365291595	-0.02876005321741082	0.08280307054519642	0.000557461753487587
caricature	10.822805183101806	0.053350217640400044	0.3140150308609009	0.2206135094165802	0.17231464385986328	-0.04866499453783035	0.22408871352672577	0.15101826190948486
connective	14.288541085901533	-0.010528549551963806	0.2308996617794037	0.06519798934459675	0.2149619460105896	0.1752501130104065	0.006887736730277649	0.14924238622188568
earned	9.020682926838205	0.0906750038266182	0.03493157774209976	0.01243274472653877	0.04718459397554409	0.02297315001487721	-0.022627489641308784	0.004104051738977432
evict	13.883075977793368	0.039020508527755626	0.10060818493366241	0.09319177269935597	0.042779408395290375	-0.0647757351398468	0.2674241065979004	0.06593877077102661
haze	9.67465895931142	-0.005320267751812935	0.03468464314937603	0.13905736804008484	0.1488446444272995	-0.04138835519552231	0.09009332209825516	0.09283093363046635
euthanasia	13.423543648414928	0.06732577085494995	0.10126587003469467	0.18704572319984436	0.06487326323986042	-0.018937885761260986	0.07964995503425598	0.1389739215373993
lonely	7.798386757372083	0.28644853830337524	0.33601027727127075	0.4491593837738037	0.3878350555896759	0.13108423352241516	0.3430611491203308	0.2906210720539093
savor	11.440728942424164	0.2734658420085907	0.16268229484558094	0.2453877329826355	0.33437222242355347	0.28551095724105835	0.059763818979263195	0.16043180227279663
terrorist	13.534769283525153	0.056519754230975994	0.06023826822638523	0.09150947630405437	0.04594835638999939	-0.007854782044887543	0.09643295407295238	0.1603742092847824
vanished	7.946639761821966	0.028031211346387974	0.04587656259536743	0.08023463934659958	0.15045517683029175	-0.035442814230918884	0.08829841017723083	0.12921524047851562
guru	13.189928797233422	0.044465482234954834	0.11012498289346706	-0.012254185974598153	0.05652625113725662	0.015606021508574375	0.005559232085943222	0.04698741436004639
sweetheart	9.35137294368715	0.22976651787757874	0.17826712131500244	0.22275583446025848	0.31791234016418457	0.05642355978488922	0.16814474761486053	0.10389971733093262
blemish	10.938636998626928	0.0938938558101654	0.0673614889383316	0.17547625303268433	0.14016389846801758	0.034235455095767975	0.002589017152786366	0.10916925966739655
skid	13.000686797594895	0.07570081949233998	0.049002576619386784	0.07370971143245697	-0.003538362681865692	0.015667669475078583	0.04828258231282245	0.06679275631904591
swastika	14.981688266461479	0.013735415413975605	0.1545501947402954	0.11435053497552872	0.07722476124763478	-0.0382264219224453	0.21716302633285522	0.12886030972003937
don	10.125759362126203	0.07929575443267822	0.124911829829216	0.10824348777532578	0.08106513321399678	0.06444688141345978	0.08230727910995483	0.09674498438835144
fooled	10.559840137600926	0.1853233128786087	0.2561052441596985	0.12196851521730423	0.1622413694858551	0.0156419314444064	0.2244078665971756	0.22568532824516296
defunct	11.723591728439995	0.019731393083930016	0.01700536534190178	0.13542544841766357	-0.04120263084769249	-0.021772775799035804	0.07702989876270283	0.019884012639522552
tranquil	9.256470511085212	0.18969473242759705	0.13060148060321808	0.23399701714515686	0.43876248598098755	0.19181287288665771	0.1805824637413025	0.2702028453350067
malevolent	11.110487255553588	0.020202942192554363	0.16258883476257324	0.15133917331695557	0.1799679696559906	-0.015958670526742935	0.21648910641670227	0.2892776429653168
bummed	15.674835447021424	0.5157078504562378	0.4110153913497925	0.4759909510612488	0.2759642004966736	0.24551203846931458	0.36164286732673645	0.40110695362091064
crusade	10.818906542686149	0.09457480907440197	0.031778693199157604	0.17738120257854462	0.031734589487314224	0.048869553953409195	0.14382436871528625	0.09468962252140045
kiddo	15.674835447021424	0.22096875309944153	0.4182435870170593	0.19498947262763977	0.3552398979663849	0.047123391181230434	0.06953787803649902	0.2909873127937317
tax	7.20546788508779	0.10826195031404506	0.04122964292764664	0.07038140296936035	0.056480854749679565	0.006934218108654022	0.08737844973802555	-0.03227585554122925
injure	9.335358366553363	0.02759165130555641	0.1539703905582428	0.042607612907886394	0.02811741828918457	0.018621180206537247	0.18653015792369843	0.1603849232196808
specter	11.563961582848112	-0.025232721120118873	0.009851766750216373	0.14152541756629944	0.009482635185122379	0.0170118510723114	0.15026867389678955	0.26531708240509033
ella	15.269370338913259	-0.017235444858670235	0.034410510212183	0.008431043475866429	0.06200293451547623	-0.010086879134178162	-0.004541458562016487	0.03525163233280182
foresee	9.769473598966853	0.17780858278274536	0.04837639257311821	0.0761064663529396	-0.027364764362573624	0.11881384998559952	0.06050264090299595	0.13681115210056305
repellant	13.035778117406165	0.06919748336076736	0.17743255198001862	0.09496109187602997	0.13997262716293335	0.10711739957332611	0.0881081074476242	0.21257323026657093
happiness	6.842101855025009	0.3344973027706146	0.20707064867019653	0.25683683156967163	0.24170251190662384	0.052245818078518025	0.08241997659206401	0.12793023884296417
funeral	8.438136197838865	0.06801676005125035	0.0892019048333168	0.19977889955043793	0.1333419233560562	-0.050206076353788376	0.15662693977355957	0.0685206726193428
consort	10.139471623990186	0.07729558646678925	0.00808622594922781	0.0645972192287444	0.22611132264137268	-0.05361131206154823	0.05505323037505161	0.009614691138267628
feud	10.369046065634686	0.15276585519313812	0.17175722122192383	0.1717560887336731	0.03338126838207245	0.050507090985774994	0.2652943730354309	0.07170087099075317
harmony	8.502027213647867	0.21609815955162048	0.12089705467224121	0.1567188799381256	0.2534717917442322	0.07493900507688522	0.0807672291994096	0.007742313668131828
bouquet	10.27667274550367	0.1111256331205368	0.08845414966344844	0.10712215304374706	0.33742159605026245	0.07765873521566402	0.05044527351856243	0.028988149017095566
repute	10.017096910866629	0.032826781272888184	0.05320529267191876	0.08012575656175602	0.10240155458450317	0.026808049529790767	-0.03722463175654389	-0.024620508775115013
homicidal	12.148474922405262	0.054732199758291245	0.24149325489997864	0.14942118525505066	0.13025927543640137	-0.014618400484323502	0.25635772943496704	0.2886800169944763
enthusiasm	8.116057913780011	0.24905629456043243	0.10922209918498993	0.10908293724060059	0.15471038222312927	0.2708356976509094	0.17802685499191284	0.07353935390710842
abbot	10.258735044817003	0.029010297730565182	0.05625522881746281	0.11469630151987076	0.1137843206524849	-0.04050517827272415	0.11613436043262482	-0.008151661604642868
plaintive	9.897183123798767	0.10696486383676529	0.26568812131881714	0.27956056594848633	0.349519819021225	-0.0008149407804012299	0.26704418659210205	0.12219075858592987
grievance	10.031156896434927	0.08447052538394917	0.023499265313148388	0.09763476252555836	-0.023891353979706764	-0.049060896039009094	0.26982489228248596	0.0022846986539661884
hypothesis	9.36310063786851	0.011612825095653645	0.06403883546590794	0.024327199906110764	0.0054680295288563885	0.05828530713915825	0.0032782116904855885	0.07762749493122101
jaundice	12.51783502587131	0.035543739795684814	0.10027185827493668	0.10639643669128418	0.12362195551395416	-0.022494755685329437	0.02190401591360558	0.08527895808219921
bylaw	16.36798262758137	0.06835845112800598	0.04370873048901558	0.016434645280242077	0.060212932527065166	0.046774230897426605	0.05721569061279297	0.055307768285274395
sensation	8.141409152604256	0.0016095992177723728	0.1575566828250885	0.035283733159303554	0.11417172849178314	0.13281938433647156	0.09403168410062801	0.1478983759880066
hunger	8.226792834123676	0.1288536936044693	0.04524709656834591	0.14023154973983765	0.05350683629512798	0.06996893882751465	0.09080290794372559	0.0598330721259116
fitting	8.82683017244506	0.31337612867355347	0.24896422028541565	0.31310486793518066	0.33263981342315674	0.2581406533718109	-0.017893264070153236	0.20766004920005798
outpost	11.370770353817253	0.00471813604235638	0.022912712767720222	0.03658181428909302	0.029489029198884964	0.036893025040626415	0.04232101887464523	0.0004728958010673523
burglar	10.14540635951	0.006708152592182159	0.10485132038593292	0.09175369143486023	0.11337949335575104	-0.01354406401515007	0.11683367192745209	0.1515863537788391
morals	9.061451228641864	0.08116149902343761	0.2134094089269638	0.2271186113357544	0.12175615131855011	-0.08780984580516815	0.1142578274011612	0.124192014336586
falling	7.3942510578729665	0.11183042824268341	0.0868888720870018	0.11238858848810207	0.05044695734977722	-0.032824475318193436	0.0654592216014862	0.1626890003681183
estimable	10.780733969181119	0.0013503357768059887	0.13827380537986755	0.02402511239051819	0.22460493445396423	0.07271216809749603	-0.038474228233099206	0.05224833637475956
buddha	14.576223158353313	0.11959612369537354	0.1858368217945099	0.18729174137115479	0.3247431516647339	0.00845085084438324	0.06479786336421955	0.11067435890436172
relics	9.344223672842926	0.010743670165538788	0.04590625315904617	0.1496255099773407	0.07431310415267944	0.04068290442228317	0.09060218930244435	0.0650436133146286
lust	9.486571323938833	0.07095739245414723	0.17383155226707458	0.1341145932674408	0.22391647100448608	0.047127895057201385	0.18034103512763977	0.15023359656333923
perishing	10.473579793316517	0.03825576603412639	0.10366551578044891	0.1948438435792923	0.09842830896377563	0.004923930391669162	0.13210658729076385	0.11266843974590302
ceremony	8.107489771008185	0.153495654463768	0.04483412578701962	0.16434736549854279	0.15000653266906738	0.08046441525220882	0.06599599123001099	-0.003611033782362938
pious	8.576459808430636	0.1652618944644928	0.26221489906311035	0.2620336413383484	0.2918410897254944	-0.0049930717796087265	0.23464077711105347	0.11992685496807098
hideous	8.492863346541077	0.13309721648693085	0.3506110906600952	0.38428694009780884	0.3977724015712738	0.13827413320541382	0.1693633496761322	0.4221653342247009
